multiple_deliveries,Road_traffic_density,Delivery_person_Ratings,Delivery_person_Age,Vehicle_condition,actual,predicted,error,abs_error_MAE,sq_error_MSE
0.3333333333333333,1.0,0.4400000000000001,0.1052631578947369,0.0,40,44.0921,4.0921,4.0921,16.7456
0.6666666666666666,1.0,0.92,0.9473684210526316,0.0,39,44.2785,5.2785,5.2785,27.8629
0.3333333333333333,0.0,0.92,0.9473684210526316,0.5,24,21.67,-2.33,2.33,5.4291
0.3333333333333333,1.0,0.6800000000000002,0.1052631578947369,0.5,43,35.2784,-7.7216,7.7216,59.6224
0.3333333333333333,1.0,0.6800000000000002,0.6842105263157894,0.0,31,41.0706,10.0706,10.0706,101.4176
0.0,0.0,0.92,0.0526315789473683,1.0,14,15.2042,1.2042,1.2042,1.4502
0.3333333333333333,0.3333333333333333,0.92,0.2105263157894736,0.0,18,26.5394,8.5394,8.5394,72.9212
0.0,0.0,0.8399999999999999,0.2105263157894736,1.0,21,14.4427,-6.5573,6.5573,42.9976
0.0,0.0,0.92,0.4210526315789473,1.0,15,15.5648,0.5648,0.5648,0.319
0.3333333333333333,1.0,0.9600000000000002,0.4210526315789473,1.0,38,23.1633,-14.8367,14.8367,220.1283
0.3333333333333333,0.6666666666666667,1.0,0.4736842105263157,0.0,29,27.4394,-1.5606,1.5606,2.4354
0.3333333333333333,0.0,0.9600000000000002,0.263157894736842,1.0,17,17.1996,0.1996,0.1996,0.0399
0.3333333333333333,0.0,0.72,0.9999999999999998,0.0,43,28.2645,-14.7355,14.7355,217.1359
0.0,0.0,0.8399999999999999,0.2105263157894736,1.0,26,14.4427,-11.5573,11.5573,133.5701
0.3333333333333333,0.0,0.6000000000000001,0.7368421052631577,0.0,34,31.7912,-2.2088,2.2088,4.879
0.0,1.0,0.9600000000000002,0.263157894736842,0.5,29,20.6099,-8.3901,8.3901,70.3931
0.0,0.0,0.92,0.2105263157894736,0.5,17,14.7321,-2.2679,2.2679,5.1436
0.3333333333333333,0.0,0.92,0.3157894736842104,0.0,22,20.2479,-1.7521,1.7521,3.0698
0.3333333333333333,1.0,1.0,0.7368421052631577,1.0,29,30.9194,1.9194,1.9194,3.6842
0.3333333333333333,0.0,0.9600000000000002,0.4736842105263157,1.0,19,18.2498,-0.7502,0.7502,0.5628
0.3333333333333333,0.0,0.92,0.1052631578947369,1.0,19,17.1737,-1.8263,1.8263,3.3353
0.3333333333333333,0.3333333333333333,0.8800000000000001,0.2105263157894736,0.5,24,21.5143,-2.4857,2.4857,6.1785
0.3333333333333333,0.3333333333333333,0.9600000000000002,0.5263157894736843,1.0,29,24.4707,-4.5293,4.5293,20.5143
0.0,1.0,0.8399999999999999,0.9999999999999998,0.5,27,27.8273,0.8273,0.8273,0.6844
0.6666666666666666,0.0,0.6800000000000002,0.5263157894736843,0.0,34,38.0407,4.0407,4.0407,16.3275
0.3333333333333333,0.3333333333333333,0.8,0.7894736842105263,1.0,26,25.8405,-0.1595,0.1595,0.0254
0.0,0.0,0.6800000000000002,0.631578947368421,0.0,38,27.5994,-10.4006,10.4006,108.1718
0.3333333333333333,0.6666666666666667,0.9600000000000002,0.9999999999999998,1.0,33,28.5887,-4.4113,4.4113,19.4597
0.6666666666666666,1.0,0.4000000000000001,0.4210526315789473,0.0,40,46.6858,6.6858,6.6858,44.6993
0.3333333333333333,1.0,0.6800000000000002,0.6842105263157894,0.0,49,41.0706,-7.9294,7.9294,62.8749
0.3333333333333333,1.0,0.92,0.7894736842105263,0.5,19,29.4416,10.4416,10.4416,109.0272
0.3333333333333333,1.0,0.6800000000000002,0.1052631578947369,0.0,35,36.3204,1.3204,1.3204,1.7434
0.3333333333333333,0.0,0.8,0.7894736842105263,0.5,17,22.8023,5.8023,5.8023,33.6663
0.3333333333333333,0.0,0.8,0.8421052631578947,0.5,19,22.862,3.862,3.862,14.9152
0.3333333333333333,0.0,0.8399999999999999,0.368421052631579,1.0,13,16.3618,3.3618,3.3618,11.3016
0.3333333333333333,0.6666666666666667,0.8,0.5789473684210527,0.5,26,26.5638,0.5638,0.5638,0.3179
0.3333333333333333,0.3333333333333333,0.8399999999999999,0.7894736842105263,1.0,28,25.1792,-2.8208,2.8208,7.9568
0.0,1.0,0.52,0.4736842105263157,0.0,42,38.404,-3.596,3.596,12.9314
0.0,0.6666666666666667,0.8800000000000001,0.4210526315789473,0.5,11,17.9214,6.9214,6.9214,47.9054
0.0,0.6666666666666667,0.9600000000000002,0.9473684210526316,1.0,30,26.399,-3.601,3.601,12.9675
0.3333333333333333,1.0,0.52,0.6842105263157894,0.5,44,36.7668,-7.2332,7.2332,52.3193
0.3333333333333333,0.0,0.9600000000000002,0.9999999999999998,0.5,24,21.9895,-2.0105,2.0105,4.042
0.3333333333333333,0.3333333333333333,0.8399999999999999,0.894736842105263,0.0,30,32.4714,2.4714,2.4714,6.1077
0.3333333333333333,1.0,0.8399999999999999,0.894736842105263,1.0,18,29.673,11.673,11.673,136.2583
0.0,0.0,1.0,0.263157894736842,0.5,13,15.8505,2.8505,2.8505,8.1255
0.3333333333333333,1.0,0.8800000000000001,0.0526315789473683,1.0,22,22.8618,0.8618,0.8618,0.7428
0.3333333333333333,0.0,1.0,0.2105263157894736,1.0,17,17.6829,0.6829,0.6829,0.4663
0.3333333333333333,0.0,0.8399999999999999,0.1578947368421053,0.0,18,21.0034,3.0034,3.0034,9.0207
0.0,1.0,0.92,0.0,1.0,35,20.2535,-14.7465,14.7465,217.459
0.3333333333333333,1.0,0.8800000000000001,0.1052631578947369,0.5,20,23.7851,3.7851,3.7851,14.3273
0.3333333333333333,1.0,0.6000000000000001,0.1052631578947369,0.5,31,36.1592,5.1592,5.1592,26.6178
0.3333333333333333,0.6666666666666667,0.8,0.3157894736842104,0.5,25,21.3813,-3.6187,3.6187,13.095
0.3333333333333333,1.0,0.8,0.894736842105263,1.0,20,30.307,10.307,10.307,106.2344
0.3333333333333333,0.0,0.9600000000000002,0.9473684210526316,0.0,44,27.0805,-16.9195,16.9195,286.2696
0.3333333333333333,0.0,0.72,0.1052631578947369,0.0,23,22.285,-0.715,0.715,0.5112
0.3333333333333333,0.6666666666666667,0.8800000000000001,0.1052631578947369,0.5,15,20.7622,5.7622,5.7622,33.2025
0.3333333333333333,0.0,1.0,0.1052631578947369,0.5,14,17.8343,3.8343,3.8343,14.702
0.3333333333333333,0.0,0.8,0.4736842105263157,0.5,10,19.6482,9.6482,9.6482,93.0869
0.3333333333333333,1.0,0.8399999999999999,0.5789473684210527,0.0,45,38.2922,-6.7078,6.7078,44.9939
0.0,0.0,0.9600000000000002,0.1578947368421053,0.5,14,15.059,1.059,1.059,1.1214
0.0,0.3333333333333333,0.9600000000000002,0.263157894736842,0.0,26,22.1252,-3.8748,3.8748,15.0143
0.3333333333333333,0.3333333333333333,0.92,0.8421052631578947,0.5,22,25.0683,3.0683,3.0683,9.4147
0.0,0.3333333333333333,0.92,0.1578947368421053,0.0,24,22.1933,-1.8067,1.8067,3.2643
0.3333333333333333,1.0,0.8399999999999999,0.8421052631578947,0.5,25,28.7019,3.7019,3.7019,13.7043
0.0,0.6666666666666667,0.92,0.8421052631578947,1.0,26,26.1998,0.1998,0.1998,0.0399
0.3333333333333333,1.0,0.92,0.5789473684210527,0.0,39,38.9504,-0.0496,0.0496,0.0025
0.3333333333333333,0.0,0.92,0.4736842105263157,1.0,10,18.1084,8.1084,8.1084,65.7467
0.6666666666666666,1.0,0.9600000000000002,0.7368421052631577,0.0,42,45.2532,3.2532,3.2532,10.5833
0.0,1.0,0.8800000000000001,0.5263157894736843,0.5,41,23.6248,-17.3752,17.3752,301.8962
0.3333333333333333,0.3333333333333333,0.8399999999999999,0.2105263157894736,0.5,19,21.5564,2.5564,2.5564,6.5351
0.3333333333333333,0.3333333333333333,1.0,0.4736842105263157,1.0,24,22.4201,-1.5799,1.5799,2.496
0.3333333333333333,0.3333333333333333,0.9600000000000002,0.1052631578947369,0.5,19,22.3713,3.3713,3.3713,11.3655
0.3333333333333333,0.3333333333333333,0.8,0.368421052631579,1.0,22,21.508,-0.492,0.492,0.2421
0.3333333333333333,0.0,0.8800000000000001,0.4736842105263157,0.5,13,18.0154,5.0154,5.0154,25.1542
0.3333333333333333,1.0,0.6000000000000001,0.9473684210526316,0.0,49,40.119,-8.881,8.881,78.8721
0.3333333333333333,0.0,0.9600000000000002,0.7368421052631577,0.5,13,21.2553,8.2553,8.2553,68.1492
0.0,1.0,0.92,0.1052631578947369,0.5,13,20.3906,7.3906,7.3906,54.6211
0.3333333333333333,1.0,0.8399999999999999,0.8421052631578947,0.5,26,28.7019,2.7019,2.7019,7.3004
0.0,0.0,1.0,0.631578947368421,1.0,16,20.7115,4.7115,4.7115,22.1978
0.3333333333333333,0.0,0.08,0.0526315789473683,0.5,41,38.4638,-2.5362,2.5362,6.4324
0.0,0.3333333333333333,0.8800000000000001,0.0526315789473683,0.0,25,22.3119,-2.6881,2.6881,7.2259
0.3333333333333333,0.3333333333333333,0.8800000000000001,0.7894736842105263,0.0,35,32.229,-2.771,2.771,7.6783
0.3333333333333333,0.0,0.8399999999999999,0.4736842105263157,0.0,22,21.0679,-0.9321,0.9321,0.8689
0.3333333333333333,1.0,1.0,0.631578947368421,1.0,28,30.4107,2.4107,2.4107,5.8117
0.3333333333333333,1.0,0.92,0.631578947368421,0.5,32,29.7371,-2.2629,2.2629,5.1208
0.0,1.0,0.8800000000000001,0.9999999999999998,0.5,26,27.7077,1.7077,1.7077,2.9161
0.0,1.0,0.9600000000000002,0.2105263157894736,1.0,28,19.6878,-8.3122,8.3122,69.0925
0.3333333333333333,1.0,0.8800000000000001,0.9473684210526316,0.5,28,29.2733,1.2733,1.2733,1.6213
0.0,0.0,0.8800000000000001,0.4210526315789473,0.5,15,15.0318,0.0318,0.0318,0.001
0.3333333333333333,0.3333333333333333,0.4400000000000001,0.8421052631578947,0.5,34,34.4077,0.4077,0.4077,0.1662
0.3333333333333333,0.0,0.9600000000000002,0.7894736842105263,0.0,20,26.9002,6.9002,6.9002,47.6126
0.3333333333333333,0.0,0.92,0.631578947368421,0.0,27,26.8695,-0.1305,0.1305,0.017
0.3333333333333333,0.6666666666666667,1.0,0.1578947368421053,0.5,24,21.8278,-2.1722,2.1722,4.7183
0.3333333333333333,0.3333333333333333,0.8399999999999999,0.368421052631579,1.0,14,21.4367,7.4367,7.4367,55.3039
0.6666666666666666,0.3333333333333333,0.92,0.7368421052631577,1.0,44,38.4383,-5.5617,5.5617,30.9325
0.0,1.0,0.9600000000000002,0.1052631578947369,0.5,11,20.8904,9.8904,9.8904,97.821
0.3333333333333333,0.0,0.8800000000000001,0.368421052631579,1.0,15,16.6161,1.6161,1.6161,2.6119
0.6666666666666666,1.0,0.8800000000000001,0.9999999999999998,0.0,46,44.2034,-1.7966,1.7966,3.2278
0.3333333333333333,1.0,0.9600000000000002,0.5263157894736843,1.0,30,26.1173,-3.8827,3.8827,15.0757
0.0,1.0,0.9600000000000002,0.631578947368421,1.0,27,27.6373,0.6373,0.6373,0.4062
0.3333333333333333,1.0,0.8,0.8421052631578947,0.5,24,28.9473,4.9473,4.9473,24.4754
0.0,1.0,0.9600000000000002,0.894736842105263,0.0,36,36.5492,0.5492,0.5492,0.3016
0.3333333333333333,1.0,0.6399999999999999,0.631578947368421,1.0,33,37.572,4.572,4.572,20.903
0.0,0.3333333333333333,0.92,0.0,0.5,17,19.0965,2.0965,2.0965,4.3953
0.3333333333333333,0.3333333333333333,0.92,0.0,0.5,24,21.5646,-2.4354,2.4354,5.931
0.0,0.3333333333333333,0.8399999999999999,0.1578947368421053,0.0,20,22.7067,2.7067,2.7067,7.3261
0.3333333333333333,0.0,0.8,0.9999999999999998,0.0,25,27.4879,2.4879,2.4879,6.1898
0.6666666666666666,1.0,0.9600000000000002,0.4210526315789473,0.5,33,39.1477,6.1477,6.1477,37.7946
0.0,0.0,0.8399999999999999,0.4736842105263157,0.5,19,16.2329,-2.7671,2.7671,7.6567
0.3333333333333333,0.0,0.6000000000000001,0.5789473684210527,0.0,39,31.6852,-7.3148,7.3148,53.5056
0.0,1.0,0.7600000000000002,0.7368421052631577,0.0,35,41.6903,6.6903,6.6903,44.7597
0.0,0.0,0.72,0.3157894736842104,0.0,23,20.9099,-2.0901,2.0901,4.3685
0.0,1.0,1.0,0.3157894736842104,1.0,13,19.5647,6.5647,6.5647,43.0949
0.3333333333333333,0.6666666666666667,0.92,0.2105263157894736,1.0,29,21.332,-7.668,7.668,58.7989
0.0,0.6666666666666667,0.8399999999999999,0.4210526315789473,0.0,33,22.629,-10.371,10.371,107.5572
0.3333333333333333,0.3333333333333333,0.8399999999999999,0.9999999999999998,0.0,41,32.6141,-8.3859,8.3859,70.3227
0.3333333333333333,0.6666666666666667,0.92,0.4210526315789473,0.0,16,25.8244,9.8244,9.8244,96.5183
0.3333333333333333,0.0,0.9600000000000002,0.1578947368421053,1.0,13,17.3988,4.3988,4.3988,19.3493
0.3333333333333333,0.0,0.8399999999999999,0.9999999999999998,0.5,16,22.4719,6.4719,6.4719,41.8852
0.0,1.0,0.6000000000000001,0.1052631578947369,0.0,33,37.475,4.475,4.475,20.0253
0.3333333333333333,0.0,0.92,0.0526315789473683,1.0,17,17.3903,0.3903,0.3903,0.1523
0.3333333333333333,1.0,1.0,0.9999999999999998,0.5,18,30.6834,12.6834,12.6834,160.8676
0.3333333333333333,0.3333333333333333,0.8800000000000001,0.894736842105263,1.0,30,25.3258,-4.6742,4.6742,21.8484
0.6666666666666666,1.0,0.9600000000000002,0.5263157894736843,0.0,44,44.2959,0.2959,0.2959,0.0875
0.3333333333333333,0.6666666666666667,0.92,0.5789473684210527,0.0,28,32.8191,4.8191,4.8191,23.2236
0.3333333333333333,1.0,1.0,0.8421052631578947,1.0,26,31.0813,5.0813,5.0813,25.8193
0.3333333333333333,0.6666666666666667,0.7600000000000002,0.631578947368421,1.0,34,33.9348,-0.0652,0.0652,0.0043
0.0,0.3333333333333333,0.9600000000000002,0.7368421052631577,0.0,25,32.196,7.196,7.196,51.7831
0.3333333333333333,0.3333333333333333,0.92,0.5263157894736843,1.0,25,24.4694,-0.5306,0.5306,0.2815
0.3333333333333333,0.0,0.9600000000000002,0.263157894736842,0.5,14,17.5865,3.5865,3.5865,12.8633
0.3333333333333333,0.3333333333333333,0.9600000000000002,0.4736842105263157,0.5,27,23.1367,-3.8633,3.8633,14.9252
0.3333333333333333,0.0,1.0,0.6842105263157894,0.5,10,21.4916,11.4916,11.4916,132.0561
0.3333333333333333,1.0,0.92,0.368421052631579,1.0,20,23.0394,3.0394,3.0394,9.2381
0.3333333333333333,0.0,1.0,0.894736842105263,0.0,29,27.1243,-1.8757,1.8757,3.5181
0.3333333333333333,0.3333333333333333,0.8800000000000001,0.3157894736842104,0.5,22,21.6429,-0.3571,0.3571,0.1275
0.3333333333333333,0.3333333333333333,0.92,0.1578947368421053,0.0,38,26.6218,-11.3782,11.3782,129.4645
0.3333333333333333,1.0,0.9600000000000002,0.4210526315789473,1.0,20,23.1633,3.1633,3.1633,10.0063
0.3333333333333333,0.3333333333333333,0.92,0.5789473684210527,1.0,18,25.5864,7.5864,7.5864,57.5534
0.0,0.3333333333333333,0.9600000000000002,0.0,0.0,27,22.6873,-4.3127,4.3127,18.5992
0.0,0.0,0.8800000000000001,0.263157894736842,1.0,18,14.4174,-3.5826,3.5826,12.8351
0.3333333333333333,0.6666666666666667,0.8800000000000001,0.3157894736842104,0.5,22,21.5287,-0.4713,0.4713,0.2221
0.3333333333333333,0.6666666666666667,0.8399999999999999,0.9999999999999998,1.0,32,28.6647,-3.3353,3.3353,11.1245
0.3333333333333333,0.6666666666666667,0.4400000000000001,0.0,0.0,48,46.1995,-1.8005,1.8005,3.2417
0.3333333333333333,0.0,0.8399999999999999,0.2105263157894736,0.0,14,20.8851,6.8851,6.8851,47.4049
0.3333333333333333,0.3333333333333333,0.8800000000000001,0.7368421052631577,0.5,16,25.0023,9.0023,9.0023,81.0414
0.0,1.0,0.9600000000000002,0.7894736842105263,0.0,37,36.9884,-0.0116,0.0116,0.0001
0.3333333333333333,0.3333333333333333,0.8399999999999999,0.894736842105263,0.0,46,32.4714,-13.5286,13.5286,183.0235
0.0,0.0,0.72,0.263157894736842,0.0,28,20.7085,-7.2915,7.2915,53.1658
0.3333333333333333,0.0,0.8800000000000001,0.0,1.0,14,17.4689,3.4689,3.4689,12.0333
0.3333333333333333,0.6666666666666667,0.8800000000000001,0.0,0.5,26,21.0051,-4.9949,4.9949,24.9492
0.3333333333333333,0.0,0.8,0.631578947368421,1.0,30,22.7566,-7.2434,7.2434,52.4661
0.3333333333333333,1.0,0.6800000000000002,0.0,0.0,52,37.5931,-14.4069,14.4069,207.5596
0.3333333333333333,0.3333333333333333,0.8800000000000001,0.1052631578947369,0.5,28,22.0078,-5.9922,5.9922,35.9064
0.3333333333333333,1.0,1.0,0.1052631578947369,0.5,28,24.1915,-3.8085,3.8085,14.5047
0.0,1.0,0.9600000000000002,0.4736842105263157,0.5,27,21.6698,-5.3302,5.3302,28.4113
0.0,0.3333333333333333,0.9600000000000002,0.1578947368421053,0.5,17,19.3329,2.3329,2.3329,5.4422
0.3333333333333333,1.0,0.72,0.894736842105263,0.5,42,37.5379,-4.4621,4.4621,19.9105
0.3333333333333333,1.0,0.7600000000000002,0.5789473684210527,0.0,40,41.723,1.723,1.723,2.9686
0.0,0.3333333333333333,0.92,0.4210526315789473,0.5,21,18.7666,-2.2334,2.2334,4.988
0.0,0.3333333333333333,0.9600000000000002,0.4736842105263157,0.5,23,19.8557,-3.1443,3.1443,9.8869
0.3333333333333333,0.3333333333333333,0.8800000000000001,0.3157894736842104,1.0,18,21.5418,3.5418,3.5418,12.5444
0.3333333333333333,1.0,0.8800000000000001,0.0526315789473683,0.5,33,23.9375,-9.0625,9.0625,82.1284
0.6666666666666666,1.0,0.9600000000000002,0.7894736842105263,0.0,49,45.1137,-3.8863,3.8863,15.1034
0.0,0.6666666666666667,0.8,0.368421052631579,1.0,10,18.0312,8.0312,8.0312,64.4999
0.3333333333333333,0.3333333333333333,0.8800000000000001,0.9473684210526316,0.5,28,25.3668,-2.6332,2.6332,6.9338
0.3333333333333333,0.0,0.92,0.1052631578947369,1.0,17,17.1737,0.1737,0.1737,0.0302
0.0,0.0,0.9600000000000002,0.631578947368421,0.0,29,25.7693,-3.2307,3.2307,10.4374
0.3333333333333333,0.0,0.92,0.9999999999999998,0.0,20,27.0367,7.0367,7.0367,49.5145
0.3333333333333333,0.6666666666666667,0.6000000000000001,0.5789473684210527,0.5,31,33.9828,2.9828,2.9828,8.8969
0.3333333333333333,1.0,0.8399999999999999,0.2105263157894736,0.0,34,30.4203,-3.5797,3.5797,12.8141
0.6666666666666666,1.0,0.8800000000000001,0.4736842105263157,0.0,46,41.3193,-4.6807,4.6807,21.9089
0.3333333333333333,0.3333333333333333,0.7600000000000002,0.631578947368421,1.0,31,33.7262,2.7262,2.7262,7.4321
0.0,0.3333333333333333,0.8800000000000001,0.3157894736842104,0.5,20,18.0386,-1.9614,1.9614,3.8472
0.3333333333333333,0.0,0.8,0.1578947368421053,0.0,23,21.3876,-1.6124,1.6124,2.5997
0.6666666666666666,0.3333333333333333,0.6399999999999999,0.6842105263157894,0.5,36,37.3466,1.3466,1.3466,1.8133
0.3333333333333333,1.0,0.7600000000000002,0.5789473684210527,0.0,51,41.723,-9.277,9.277,86.0633
0.3333333333333333,0.6666666666666667,0.92,0.1578947368421053,1.0,18,21.2207,3.2207,3.2207,10.3732
0.0,0.3333333333333333,0.8,0.2105263157894736,1.0,25,18.3365,-6.6635,6.6635,44.4016
0.3333333333333333,0.3333333333333333,0.6000000000000001,0.8421052631578947,0.0,34,36.0891,2.0891,2.0891,4.3641
0.3333333333333333,1.0,0.8800000000000001,0.8421052631578947,0.5,19,29.0536,10.0536,10.0536,101.0751
0.0,0.3333333333333333,0.9600000000000002,0.6842105263157894,0.0,32,32.2816,0.2816,0.2816,0.0793
0.6666666666666666,0.3333333333333333,1.0,0.4210526315789473,0.5,39,37.3485,-1.6515,1.6515,2.7273
0.3333333333333333,0.0,0.8,0.4736842105263157,0.0,25,21.6244,-3.3756,3.3756,11.3949
0.3333333333333333,0.0,0.8800000000000001,0.9473684210526316,0.5,18,21.8518,3.8518,3.8518,14.8361
0.3333333333333333,0.3333333333333333,0.92,0.4736842105263157,1.0,25,22.4099,-2.5901,2.5901,6.7087
0.0,0.0,1.0,0.5263157894736843,1.0,30,17.9565,-12.0435,12.0435,145.0466
0.3333333333333333,0.0,0.9600000000000002,0.7368421052631577,1.0,18,21.187,3.187,3.187,10.1567
0.6666666666666666,1.0,0.8800000000000001,0.9999999999999998,1.0,46,40.488,-5.512,5.512,30.3818
0.0,0.0,0.6800000000000002,0.8421052631578947,0.0,30,27.2586,-2.7414,2.7414,7.5152
0.0,0.0,0.8399999999999999,0.263157894736842,0.0,21,19.8669,-1.1331,1.1331,1.2839
0.3333333333333333,0.6666666666666667,0.8800000000000001,0.368421052631579,0.5,15,21.7811,6.7811,6.7811,45.9836
0.3333333333333333,0.3333333333333333,0.7600000000000002,0.263157894736842,0.0,39,31.8309,-7.1691,7.1691,51.3954
0.3333333333333333,0.0,0.9600000000000002,0.894736842105263,0.0,24,26.9698,2.9698,2.9698,8.8196
0.3333333333333333,0.3333333333333333,0.8800000000000001,0.1052631578947369,1.0,27,22.063,-4.937,4.937,24.3737
0.3333333333333333,1.0,0.7600000000000002,0.6842105263157894,1.0,38,38.0675,0.0675,0.0675,0.0046
0.3333333333333333,1.0,1.0,0.4210526315789473,0.0,42,32.1929,-9.8071,9.8071,96.1788
0.3333333333333333,0.6666666666666667,0.92,0.0526315789473683,0.0,20,26.1381,6.1381,6.1381,37.6759
0.0,0.0,0.8399999999999999,0.2105263157894736,0.5,10,14.3588,4.3588,4.3588,18.9994
0.3333333333333333,0.3333333333333333,0.8800000000000001,0.8421052631578947,0.5,35,25.0591,-9.9409,9.9409,98.8223
0.6666666666666666,1.0,0.6399999999999999,0.5263157894736843,1.0,43,40.3435,-2.6565,2.6565,7.057
0.0,0.6666666666666667,0.8399999999999999,0.3157894736842104,1.0,16,17.7443,1.7443,1.7443,3.0428
0.3333333333333333,0.3333333333333333,0.9600000000000002,0.631578947368421,0.5,22,26.3472,4.3472,4.3472,18.8985
0.3333333333333333,0.0,0.8399999999999999,0.5789473684210527,0.5,26,22.4219,-3.5781,3.5781,12.8025
0.0,1.0,0.8399999999999999,0.4210526315789473,0.5,15,19.7783,4.7783,4.7783,22.8325
0.3333333333333333,0.3333333333333333,0.92,0.7894736842105263,0.0,42,32.369,-9.631,9.631,92.7569
0.6666666666666666,1.0,0.72,0.0526315789473683,0.0,34,41.7902,7.7902,7.7902,60.6875
0.0,0.0,0.9600000000000002,0.0,1.0,11,15.7424,4.7424,4.7424,22.4905
0.3333333333333333,1.0,0.9600000000000002,0.1052631578947369,0.5,16,23.8576,7.8576,7.8576,61.7421
0.0,0.0,0.92,0.0526315789473683,0.0,20,18.9317,-1.0683,1.0683,1.1413
0.0,0.6666666666666667,0.9600000000000002,0.368421052631579,0.5,12,18.4867,6.4867,6.4867,42.077
0.3333333333333333,0.0,0.8399999999999999,0.368421052631579,0.0,24,20.9265,-3.0735,3.0735,9.4464
0.3333333333333333,0.6666666666666667,0.8,0.9999999999999998,0.5,28,27.9026,-0.0974,0.0974,0.0095
0.3333333333333333,0.0,0.6000000000000001,0.7368421052631577,0.0,33,31.7912,-1.2088,1.2088,1.4613
0.0,0.6666666666666667,0.9600000000000002,0.9999999999999998,0.0,38,33.5745,-4.4255,4.4255,19.5848
0.3333333333333333,0.3333333333333333,0.8800000000000001,0.9473684210526316,0.0,26,32.4501,6.4501,6.4501,41.6036
0.3333333333333333,0.6666666666666667,0.8800000000000001,0.368421052631579,1.0,30,21.5174,-8.4826,8.4826,71.9551
0.3333333333333333,0.0,0.8800000000000001,0.5789473684210527,0.5,23,21.7932,-1.2068,1.2068,1.4564
0.3333333333333333,1.0,0.8800000000000001,0.5263157894736843,0.0,33,35.2361,2.2361,2.2361,5.0003
0.3333333333333333,0.3333333333333333,0.92,0.368421052631579,0.0,28,26.2254,-1.7746,1.7746,3.149
0.0,0.3333333333333333,0.92,0.1578947368421053,0.0,25,22.1933,-2.8067,2.8067,7.8777
0.6666666666666666,1.0,0.6800000000000002,0.0526315789473683,0.5,34,38.1117,4.1117,4.1117,16.9059
