multiple_deliveries,Road_traffic_density,Delivery_person_Ratings,Delivery_person_Age,Vehicle_condition,actual,predicted,error,abs_error_MAE,sq_error_MSE
0.0,0.0,0.8399999999999999,0.2105263157894736,1.0,21,15.229,-5.771,5.771,33.3049
0.0,0.0,0.92,0.4210526315789473,1.0,15,15.2091,0.2091,0.2091,0.0437
0.3333333333333333,1.0,0.9600000000000002,0.4210526315789473,1.0,38,26.6967,-11.3033,11.3033,127.7639
0.3333333333333333,0.6666666666666667,1.0,0.4736842105263157,0.0,29,28.3915,-0.6085,0.6085,0.3702
0.3333333333333333,0.0,0.9600000000000002,0.263157894736842,1.0,17,17.3351,0.3351,0.3351,0.1123
0.3333333333333333,0.0,0.72,0.9999999999999998,0.0,43,32.3901,-10.6099,10.6099,112.5692
0.0,0.0,0.8399999999999999,0.2105263157894736,1.0,26,15.229,-10.771,10.771,116.0152
0.3333333333333333,0.0,0.6000000000000001,0.7368421052631577,0.0,34,32.8111,-1.1889,1.1889,1.4135
0.0,1.0,0.9600000000000002,0.263157894736842,0.5,29,23.8442,-5.1558,5.1558,26.5828
0.0,0.0,0.92,0.2105263157894736,0.5,17,16.0571,-0.9429,0.9429,0.8891
0.3333333333333333,0.0,0.92,0.3157894736842104,0.0,22,23.3438,1.3438,1.3438,1.8057
0.3333333333333333,1.0,1.0,0.7368421052631577,1.0,29,28.2514,-0.7486,0.7486,0.5604
0.3333333333333333,0.0,0.9600000000000002,0.4736842105263157,1.0,19,18.8997,-0.1003,0.1003,0.0101
0.3333333333333333,0.0,0.92,0.1052631578947369,1.0,19,16.9539,-2.0461,2.0461,4.1867
0.3333333333333333,0.3333333333333333,0.8800000000000001,0.2105263157894736,0.5,24,23.6705,-0.3295,0.3295,0.1086
0.3333333333333333,0.3333333333333333,0.9600000000000002,0.5263157894736843,1.0,29,22.0203,-6.9797,6.9797,48.7166
0.0,1.0,0.8399999999999999,0.9999999999999998,0.5,27,31.6972,4.6972,4.6972,22.0632
0.6666666666666666,0.0,0.6800000000000002,0.5263157894736843,0.0,34,33.7537,-0.2463,0.2463,0.0607
0.3333333333333333,0.3333333333333333,0.8,0.7894736842105263,1.0,26,27.1451,1.1451,1.1451,1.3113
0.0,0.0,0.6800000000000002,0.631578947368421,0.0,38,26.3525,-11.6475,11.6475,135.6633
0.3333333333333333,0.6666666666666667,0.9600000000000002,0.9999999999999998,1.0,33,28.2701,-4.7299,4.7299,22.372
0.6666666666666666,1.0,0.4000000000000001,0.4210526315789473,0.0,40,46.7053,6.7053,6.7053,44.9616
0.3333333333333333,1.0,0.6800000000000002,0.6842105263157894,0.0,49,39.0236,-9.9764,9.9764,99.5285
0.3333333333333333,1.0,0.92,0.7894736842105263,0.5,19,32.6397,13.6397,13.6397,186.0425
0.3333333333333333,1.0,0.6800000000000002,0.1052631578947369,0.0,35,34.7208,-0.2792,0.2792,0.0779
0.3333333333333333,0.0,0.8,0.7894736842105263,0.5,17,26.8283,9.8283,9.8283,96.5964
0.3333333333333333,0.0,0.8,0.8421052631578947,0.5,19,27.2195,8.2195,8.2195,67.5603
0.3333333333333333,0.0,0.8399999999999999,0.368421052631579,1.0,13,20.4942,7.4942,7.4942,56.1627
0.3333333333333333,0.6666666666666667,0.8,0.5789473684210527,0.5,26,30.7225,4.7225,4.7225,22.3019
0.3333333333333333,0.3333333333333333,0.8399999999999999,0.7894736842105263,1.0,28,26.3528,-1.6472,1.6472,2.7131
0.0,1.0,0.52,0.4736842105263157,0.0,42,36.5363,-5.4637,5.4637,29.8525
0.0,0.6666666666666667,0.8800000000000001,0.4210526315789473,0.5,11,23.8728,12.8728,12.8728,165.7079
0.0,0.6666666666666667,0.9600000000000002,0.9473684210526316,1.0,30,23.7872,-6.2128,6.2128,38.5989
0.3333333333333333,1.0,0.52,0.6842105263157894,0.5,44,39.78,-4.22,4.22,17.8085
0.3333333333333333,0.0,0.9600000000000002,0.9999999999999998,0.5,24,25.224,1.224,1.224,1.4981
0.3333333333333333,0.3333333333333333,0.8399999999999999,0.894736842105263,0.0,30,31.9604,1.9604,1.9604,3.8433
0.3333333333333333,1.0,0.8399999999999999,0.894736842105263,1.0,18,32.5939,14.5939,14.5939,212.983
0.0,0.0,1.0,0.263157894736842,0.5,13,14.8637,1.8637,1.8637,3.4735
0.3333333333333333,1.0,0.8800000000000001,0.0526315789473683,1.0,22,25.5431,3.5431,3.5431,12.5538
0.3333333333333333,0.0,1.0,0.2105263157894736,1.0,17,16.1517,-0.8483,0.8483,0.7197
0.3333333333333333,0.0,0.8399999999999999,0.1578947368421053,0.0,18,23.7548,5.7548,5.7548,33.1179
0.0,1.0,0.92,0.0,1.0,35,20.268,-14.732,14.732,217.0326
0.3333333333333333,1.0,0.8800000000000001,0.1052631578947369,0.5,20,28.3469,8.3469,8.3469,69.6712
0.3333333333333333,1.0,0.6000000000000001,0.1052631578947369,0.5,31,33.8927,2.8927,2.8927,8.3679
0.3333333333333333,0.6666666666666667,0.8,0.3157894736842104,0.5,25,28.7667,3.7667,3.7667,14.188
0.3333333333333333,1.0,0.8,0.894736842105263,1.0,20,33.3862,13.3862,13.3862,179.1902
0.3333333333333333,0.0,0.9600000000000002,0.9473684210526316,0.0,44,27.2454,-16.7546,16.7546,280.7154
0.3333333333333333,0.0,0.72,0.1052631578947369,0.0,23,25.7404,2.7404,2.7404,7.5099
0.3333333333333333,0.6666666666666667,0.8800000000000001,0.1052631578947369,0.5,15,25.6175,10.6175,10.6175,112.7321
0.3333333333333333,0.0,1.0,0.1052631578947369,0.5,14,17.782,3.782,3.782,14.3035
0.3333333333333333,0.0,0.8,0.4736842105263157,0.5,10,24.4814,14.4814,14.4814,209.7107
0.3333333333333333,1.0,0.8399999999999999,0.5789473684210527,0.0,45,35.0723,-9.9277,9.9277,98.5601
0.0,0.0,0.9600000000000002,0.1578947368421053,0.5,14,14.8737,0.8737,0.8737,0.7633
0.0,0.3333333333333333,0.9600000000000002,0.263157894736842,0.0,26,20.798,-5.202,5.202,27.0607
0.3333333333333333,0.3333333333333333,0.92,0.8421052631578947,0.5,22,27.5721,5.5721,5.5721,31.0486
0.0,0.3333333333333333,0.92,0.1578947368421053,0.0,24,20.808,-3.192,3.192,10.1892
0.3333333333333333,1.0,0.8399999999999999,0.8421052631578947,0.5,25,34.6154,9.6154,9.6154,92.4562
0.0,0.6666666666666667,0.92,0.8421052631578947,1.0,26,23.7971,-2.2029,2.2029,4.8526
0.3333333333333333,1.0,0.92,0.5789473684210527,0.0,39,33.4877,-5.5123,5.5123,30.385
0.3333333333333333,0.0,0.92,0.4736842105263157,1.0,10,19.692,9.692,9.692,93.9346
0.6666666666666666,1.0,0.9600000000000002,0.7368421052631577,0.0,42,37.9607,-4.0393,4.0393,16.3159
0.0,1.0,0.8800000000000001,0.5263157894736843,0.5,41,27.3845,-13.6155,13.6155,185.3829
0.3333333333333333,0.3333333333333333,0.8399999999999999,0.2105263157894736,0.5,19,24.4627,5.4627,5.4627,29.8414
0.3333333333333333,0.3333333333333333,1.0,0.4736842105263157,1.0,24,20.8369,-3.1631,3.1631,10.0055
0.3333333333333333,0.3333333333333333,0.9600000000000002,0.1052631578947369,0.5,19,21.3036,2.3036,2.3036,5.3067
0.3333333333333333,0.3333333333333333,0.8,0.368421052631579,1.0,22,24.0158,2.0158,2.0158,4.0635
0.3333333333333333,0.0,0.8800000000000001,0.4736842105263157,0.5,13,22.8969,9.8969,9.8969,97.9482
0.3333333333333333,1.0,0.6000000000000001,0.9473684210526316,0.0,49,42.5639,-6.4361,6.4361,41.4232
0.3333333333333333,0.0,0.9600000000000002,0.7368421052631577,0.5,13,23.2682,10.2682,10.2682,105.4351
0.0,1.0,0.92,0.1052631578947369,0.5,13,23.4629,10.4629,10.4629,109.4729
0.3333333333333333,1.0,0.8399999999999999,0.8421052631578947,0.5,26,34.6154,8.6154,8.6154,74.2254
0.0,0.0,1.0,0.631578947368421,1.0,16,15.1892,-0.8108,0.8108,0.6574
0.3333333333333333,0.0,0.08,0.0526315789473683,0.5,41,35.6127,-5.3873,5.3873,29.0226
0.0,0.3333333333333333,0.8800000000000001,0.0526315789473683,0.0,25,20.8179,-4.1821,4.1821,17.49
0.3333333333333333,0.3333333333333333,0.8800000000000001,0.7894736842105263,0.0,35,30.3859,-4.6141,4.6141,21.2903
0.3333333333333333,0.0,0.8399999999999999,0.4736842105263157,0.0,22,26.1018,4.1018,4.1018,16.8245
0.3333333333333333,1.0,1.0,0.631578947368421,1.0,28,27.4691,-0.5309,0.5309,0.2818
0.3333333333333333,1.0,0.92,0.631578947368421,0.5,32,31.4663,-0.5337,0.5337,0.2849
0.0,1.0,0.8800000000000001,0.9999999999999998,0.5,26,30.9049,4.9049,4.9049,24.058
0.0,1.0,0.9600000000000002,0.2105263157894736,1.0,28,21.0404,-6.9596,6.9596,48.4367
0.3333333333333333,1.0,0.8800000000000001,0.9473684210526316,0.5,28,34.6055,6.6055,6.6055,43.6323
0.0,0.0,0.8800000000000001,0.4210526315789473,0.5,15,18.414,3.414,3.414,11.6553
0.3333333333333333,0.3333333333333333,0.4400000000000001,0.8421052631578947,0.5,34,37.0792,3.0792,3.0792,9.4815
0.3333333333333333,0.0,0.9600000000000002,0.7894736842105263,0.0,20,26.072,6.072,6.072,36.8687
0.3333333333333333,0.0,0.92,0.631578947368421,0.0,27,25.6907,-1.3093,1.3093,1.7142
0.3333333333333333,0.6666666666666667,1.0,0.1578947368421053,0.5,24,23.6319,-0.3681,0.3681,0.1355
0.3333333333333333,0.3333333333333333,0.8399999999999999,0.368421052631579,1.0,14,23.2236,9.2236,9.2236,85.0742
0.6666666666666666,0.3333333333333333,0.92,0.7368421052631577,1.0,44,28.4689,-15.5311,15.5311,241.2148
0.0,1.0,0.9600000000000002,0.1052631578947369,0.5,11,22.6707,11.6707,11.6707,136.2046
0.3333333333333333,0.0,0.8800000000000001,0.368421052631579,1.0,15,19.7019,4.7019,4.7019,22.1081
0.6666666666666666,1.0,0.8800000000000001,0.9999999999999998,0.0,46,41.501,-4.499,4.499,20.2409
0.3333333333333333,1.0,0.9600000000000002,0.5263157894736843,1.0,30,27.479,-2.521,2.521,6.3552
0.0,1.0,0.9600000000000002,0.631578947368421,1.0,27,24.1696,-2.8304,2.8304,8.011
0.3333333333333333,1.0,0.8,0.8421052631578947,0.5,24,35.4077,11.4077,11.4077,130.135
0.0,1.0,0.9600000000000002,0.894736842105263,0.0,36,30.9507,-5.0493,5.0493,25.4954
0.3333333333333333,1.0,0.6399999999999999,0.631578947368421,1.0,33,34.5994,1.5994,1.5994,2.5582
0.0,0.3333333333333333,0.92,0.0,0.5,17,17.2218,0.2218,0.2218,0.0492
0.3333333333333333,0.3333333333333333,0.92,0.0,0.5,24,21.3136,-2.6864,2.6864,7.2169
0.0,0.3333333333333333,0.8399999999999999,0.1578947368421053,0.0,20,22.3925,2.3925,2.3925,5.7239
0.3333333333333333,0.0,0.8,0.9999999999999998,0.0,25,30.8056,5.8056,5.8056,33.7053
0.6666666666666666,1.0,0.9600000000000002,0.4210526315789473,0.5,33,33.2011,0.2011,0.2011,0.0404
0.0,0.0,0.8399999999999999,0.4736842105263157,0.5,19,19.5974,0.5974,0.5974,0.3569
0.3333333333333333,0.0,0.6000000000000001,0.5789473684210527,0.0,39,31.6376,-7.3624,7.3624,54.2044
0.0,1.0,0.7600000000000002,0.7368421052631577,0.0,35,33.7385,-1.2615,1.2615,1.5914
0.0,0.0,0.72,0.3157894736842104,0.0,23,23.2133,0.2133,0.2133,0.0455
0.0,1.0,1.0,0.3157894736842104,1.0,13,21.0304,8.0304,8.0304,64.4876
0.3333333333333333,0.6666666666666667,0.92,0.2105263157894736,1.0,29,23.195,-5.805,5.805,33.6985
0.0,0.6666666666666667,0.8399999999999999,0.4210526315789473,0.0,33,27.0777,-5.9223,5.9223,35.0742
0.3333333333333333,0.3333333333333333,0.8399999999999999,0.9999999999999998,0.0,41,32.7428,-8.2572,8.2572,68.1821
0.3333333333333333,0.6666666666666667,0.92,0.4210526315789473,0.0,16,29.5849,13.5849,13.5849,184.5488
0.3333333333333333,0.0,0.9600000000000002,0.1578947368421053,1.0,13,16.5528,3.5528,3.5528,12.6222
0.3333333333333333,0.0,0.8399999999999999,0.9999999999999998,0.5,16,27.6007,11.6007,11.6007,134.5769
0.0,1.0,0.6000000000000001,0.1052631578947369,0.0,33,32.2136,-0.7864,0.7864,0.6184
0.3333333333333333,0.0,0.92,0.0526315789473683,1.0,17,16.5627,-0.4373,0.4373,0.1912
0.3333333333333333,1.0,1.0,0.9999999999999998,0.5,18,32.6199,14.6199,14.6199,213.7404
0.3333333333333333,0.3333333333333333,0.8800000000000001,0.894736842105263,1.0,30,26.3429,-3.6571,3.6571,13.3744
0.6666666666666666,1.0,0.9600000000000002,0.5263157894736843,0.0,44,36.3961,-7.6039,7.6039,57.8198
0.3333333333333333,0.6666666666666667,0.92,0.5789473684210527,0.0,28,30.7584,2.7584,2.7584,7.6085
0.3333333333333333,1.0,1.0,0.8421052631578947,1.0,26,29.0337,3.0337,3.0337,9.2036
0.3333333333333333,0.6666666666666667,0.7600000000000002,0.631578947368421,1.0,34,29.4933,-4.5067,4.5067,20.3107
0.0,0.3333333333333333,0.9600000000000002,0.7368421052631577,0.0,25,24.3184,-0.6816,0.6816,0.4645
0.3333333333333333,0.3333333333333333,0.92,0.5263157894736843,1.0,25,22.8125,-2.1875,2.1875,4.785
0.3333333333333333,0.0,0.9600000000000002,0.263157894736842,0.5,14,19.7477,5.7477,5.7477,33.0364
0.3333333333333333,0.3333333333333333,0.9600000000000002,0.4736842105263157,0.5,27,24.0418,-2.9582,2.9582,8.7512
0.3333333333333333,0.0,1.0,0.6842105263157894,0.5,10,22.0847,12.0847,12.0847,146.0411
0.3333333333333333,1.0,0.92,0.368421052631579,1.0,20,27.0978,7.0978,7.0978,50.3792
0.3333333333333333,0.0,1.0,0.894736842105263,0.0,29,26.062,-2.938,2.938,8.6317
0.3333333333333333,0.3333333333333333,0.8800000000000001,0.3157894736842104,0.5,22,24.4528,2.4528,2.4528,6.0162
0.3333333333333333,0.3333333333333333,0.92,0.1578947368421053,0.0,38,24.8997,-13.1003,13.1003,171.6181
0.3333333333333333,1.0,0.9600000000000002,0.4210526315789473,1.0,20,26.6967,6.6967,6.6967,44.8462
0.3333333333333333,0.3333333333333333,0.92,0.5789473684210527,1.0,18,23.2037,5.2037,5.2037,27.0784
0.0,0.3333333333333333,0.9600000000000002,0.0,0.0,27,18.8422,-8.1578,8.1578,66.5494
0.0,0.0,0.8800000000000001,0.263157894736842,1.0,18,14.8279,-3.1721,3.1721,10.0624
0.3333333333333333,0.6666666666666667,0.8800000000000001,0.3157894736842104,0.5,22,27.1822,5.1822,5.1822,26.855
0.3333333333333333,0.6666666666666667,0.8399999999999999,0.9999999999999998,1.0,32,30.6469,-1.3531,1.3531,1.831
0.3333333333333333,0.6666666666666667,0.4400000000000001,0.0,0.0,48,35.9627,-12.0373,12.0373,144.897
0.3333333333333333,0.0,0.8399999999999999,0.2105263157894736,0.0,14,24.146,10.146,10.146,102.9408
0.3333333333333333,0.3333333333333333,0.8800000000000001,0.7368421052631577,0.5,16,27.5821,11.5821,11.5821,134.1442
0.0,1.0,0.9600000000000002,0.7894736842105263,0.0,37,30.1684,-6.8316,6.8316,46.671
0.3333333333333333,0.3333333333333333,0.8399999999999999,0.894736842105263,0.0,46,31.9604,-14.0396,14.0396,197.1094
0.0,0.0,0.72,0.263157894736842,0.0,28,22.8222,-5.1778,5.1778,26.8099
0.3333333333333333,0.0,0.8800000000000001,0.0,1.0,14,16.9638,2.9638,2.9638,8.7842
0.3333333333333333,0.6666666666666667,0.8800000000000001,0.0,0.5,26,24.8352,-1.1648,1.1648,1.3567
0.3333333333333333,0.0,0.8,0.631578947368421,1.0,30,23.2422,-6.7578,6.7578,45.6674
0.3333333333333333,1.0,0.6800000000000002,0.0,0.0,52,33.9385,-18.0615,18.0615,326.2167
0.3333333333333333,0.3333333333333333,0.8800000000000001,0.1052631578947369,0.5,28,22.8882,-5.1118,5.1118,26.131
0.3333333333333333,1.0,1.0,0.1052631578947369,0.5,28,25.9702,-2.0298,2.0298,4.1203
0.0,1.0,0.9600000000000002,0.4736842105263157,0.5,27,25.4088,-1.5912,1.5912,2.532
0.0,0.3333333333333333,0.9600000000000002,0.1578947368421053,0.5,17,17.6031,0.6031,0.6031,0.3637
0.3333333333333333,1.0,0.72,0.894736842105263,0.5,42,37.3833,-4.6167,4.6167,21.3135
0.3333333333333333,1.0,0.7600000000000002,0.5789473684210527,0.0,40,36.6568,-3.3432,3.3432,11.1772
0.0,0.3333333333333333,0.92,0.4210526315789473,0.5,21,20.3511,-0.6489,0.6489,0.4211
0.0,0.3333333333333333,0.9600000000000002,0.4736842105263157,0.5,23,19.95,-3.05,3.05,9.3024
0.3333333333333333,0.3333333333333333,0.8800000000000001,0.3157894736842104,1.0,18,22.0402,4.0402,4.0402,16.3228
0.3333333333333333,1.0,0.8800000000000001,0.0526315789473683,0.5,33,27.9558,-5.0442,5.0442,25.4443
0.6666666666666666,1.0,0.9600000000000002,0.7894736842105263,0.0,49,38.3519,-10.6481,10.6481,113.3829
0.0,0.6666666666666667,0.8,0.368421052631579,1.0,10,22.6535,12.6535,12.6535,160.1104
0.3333333333333333,0.3333333333333333,0.8800000000000001,0.9473684210526316,0.5,28,29.1467,1.1467,1.1467,1.3149
0.3333333333333333,0.0,0.92,0.1052631578947369,1.0,17,16.9539,-0.0461,0.0461,0.0021
0.0,0.0,0.9600000000000002,0.631578947368421,0.0,29,20.8067,-8.1933,8.1933,67.1295
0.3333333333333333,0.0,0.92,0.9999999999999998,0.0,20,28.4289,8.4289,8.4289,71.0456
0.3333333333333333,0.6666666666666667,0.6000000000000001,0.5789473684210527,0.5,31,34.6838,3.6838,3.6838,13.5702
0.3333333333333333,1.0,0.8399999999999999,0.2105263157894736,0.0,34,32.3341,-1.6659,1.6659,2.7751
0.6666666666666666,1.0,0.8800000000000001,0.4736842105263157,0.0,46,37.5894,-8.4106,8.4106,70.7379
0.3333333333333333,0.3333333333333333,0.7600000000000002,0.631578947368421,1.0,31,26.7639,-4.2361,4.2361,17.9447
0.0,0.3333333333333333,0.8800000000000001,0.3157894736842104,0.5,20,20.361,0.361,0.361,0.1304
0.3333333333333333,0.0,0.8,0.1578947368421053,0.0,23,24.5471,1.5471,1.5471,2.3934
0.6666666666666666,0.3333333333333333,0.6399999999999999,0.6842105263157894,0.5,36,36.0362,0.0362,0.0362,0.0013
0.3333333333333333,1.0,0.7600000000000002,0.5789473684210527,0.0,51,36.6568,-14.3432,14.3432,205.7283
0.3333333333333333,0.6666666666666667,0.92,0.1578947368421053,1.0,18,22.8038,4.8038,4.8038,23.0765
0.0,0.3333333333333333,0.8,0.2105263157894736,1.0,25,18.7506,-6.2494,6.2494,39.0549
0.3333333333333333,0.3333333333333333,0.6000000000000001,0.8421052631578947,0.0,34,36.3228,2.3228,2.3228,5.3955
0.3333333333333333,1.0,0.8800000000000001,0.8421052631578947,0.5,19,33.8232,14.8232,14.8232,219.726
0.0,0.3333333333333333,0.9600000000000002,0.6842105263157894,0.0,32,23.9273,-8.0727,8.0727,65.1687
0.6666666666666666,0.3333333333333333,1.0,0.4210526315789473,0.5,39,26.9501,-12.0499,12.0499,145.2007
0.3333333333333333,0.0,0.8,0.4736842105263157,0.0,25,26.894,1.894,1.894,3.5874
0.3333333333333333,0.0,0.8800000000000001,0.9473684210526316,0.5,18,26.4173,8.4173,8.4173,70.8512
0.3333333333333333,0.3333333333333333,0.92,0.4736842105263157,1.0,25,22.4214,-2.5786,2.5786,6.6493
0.0,0.0,1.0,0.5263157894736843,1.0,30,14.4069,-15.5931,15.5931,243.145
0.3333333333333333,0.0,0.9600000000000002,0.7368421052631577,1.0,18,20.8555,2.8555,2.8555,8.154
0.6666666666666666,1.0,0.8800000000000001,0.9999999999999998,1.0,46,36.6757,-9.3243,9.3243,86.9419
0.0,0.0,0.6800000000000002,0.8421052631578947,0.0,30,27.9172,-2.0828,2.0828,4.3382
0.0,0.0,0.8399999999999999,0.263157894736842,0.0,21,20.4454,-0.5546,0.5546,0.3076
0.3333333333333333,0.6666666666666667,0.8800000000000001,0.368421052631579,0.5,15,27.5733,12.5733,12.5733,158.0888
0.3333333333333333,0.3333333333333333,0.7600000000000002,0.263157894736842,0.0,39,28.851,-10.149,10.149,103.0014
0.3333333333333333,0.0,0.9600000000000002,0.894736842105263,0.0,24,26.8543,2.8543,2.8543,8.1469
0.3333333333333333,0.3333333333333333,0.8800000000000001,0.1052631578947369,1.0,27,20.4755,-6.5245,6.5245,42.5689
0.3333333333333333,1.0,0.7600000000000002,0.6842105263157894,1.0,38,32.6138,-5.3862,5.3862,29.011
0.3333333333333333,1.0,1.0,0.4210526315789473,0.0,42,30.7297,-11.2703,11.2703,127.0185
0.3333333333333333,0.6666666666666667,0.92,0.0526315789473683,0.0,20,26.8468,6.8468,6.8468,46.8781
0.0,0.0,0.8399999999999999,0.2105263157894736,0.5,10,17.6416,7.6416,7.6416,58.3941
0.3333333333333333,0.3333333333333333,0.8800000000000001,0.8421052631578947,0.5,35,28.3644,-6.6356,6.6356,44.0314
0.6666666666666666,1.0,0.6399999999999999,0.5263157894736843,1.0,43,37.9088,-5.0912,5.0912,25.9199
0.0,0.6666666666666667,0.8399999999999999,0.3157894736842104,1.0,16,21.4701,5.4701,5.4701,29.9215
0.3333333333333333,0.3333333333333333,0.9600000000000002,0.631578947368421,0.5,22,25.2152,3.2152,3.2152,10.3377
0.3333333333333333,0.0,0.8399999999999999,0.5789473684210527,0.5,26,24.4715,-1.5285,1.5285,2.3365
0.0,1.0,0.8399999999999999,0.4210526315789473,0.5,15,27.3944,12.3944,12.3944,153.6212
0.3333333333333333,0.3333333333333333,0.92,0.7894736842105263,0.0,42,29.5936,-12.4064,12.4064,153.9187
0.6666666666666666,1.0,0.72,0.0526315789473683,0.0,34,37.6292,3.6292,3.6292,13.1709
0.0,0.0,0.9600000000000002,0.0,1.0,11,11.2876,0.2876,0.2876,0.0827
0.3333333333333333,1.0,0.9600000000000002,0.1052631578947369,0.5,16,26.7624,10.7624,10.7624,115.8295
0.0,0.0,0.92,0.0526315789473683,0.0,20,17.2962,-2.7038,2.7038,7.3103
0.0,0.6666666666666667,0.9600000000000002,0.368421052631579,0.5,12,21.8971,9.8971,9.8971,97.9523
0.3333333333333333,0.0,0.8399999999999999,0.368421052631579,0.0,24,25.3195,1.3195,1.3195,1.741
0.3333333333333333,0.6666666666666667,0.8,0.9999999999999998,0.5,28,33.8518,5.8518,5.8518,34.2431
0.3333333333333333,0.0,0.6000000000000001,0.7368421052631577,0.0,33,32.8111,-0.1889,0.1889,0.0357
0.0,0.6666666666666667,0.9600000000000002,0.9999999999999998,0.0,38,29.0036,-8.9964,8.9964,80.9346
0.3333333333333333,0.3333333333333333,0.8800000000000001,0.9473684210526316,0.0,26,31.5593,5.5593,5.5593,30.9062
0.3333333333333333,0.6666666666666667,0.8800000000000001,0.368421052631579,1.0,30,25.1607,-4.8393,4.8393,23.4188
0.3333333333333333,0.0,0.8800000000000001,0.5789473684210527,0.5,23,23.6792,0.6792,0.6792,0.4613
0.3333333333333333,1.0,0.8800000000000001,0.5263157894736843,0.0,33,33.8888,0.8888,0.8888,0.79
0.3333333333333333,0.3333333333333333,0.92,0.368421052631579,0.0,28,26.4643,-1.5357,1.5357,2.3583
0.0,0.3333333333333333,0.92,0.1578947368421053,0.0,25,20.808,-4.192,4.192,17.5733
0.6666666666666666,1.0,0.6800000000000002,0.0526315789473683,0.5,34,36.0088,2.0088,2.0088,4.0352
